,,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment
,,AUC,NES,MotifSimilarityQvalue,OrthologousIdentity,Annotation,Context,TargetGenes,RankAtMax
TF,MotifID,,,,,,,,
AT1G28470,AT1G28470_supp,0.05204216073781291,3.26385118007013,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT2G44930', 25.375758248670277), ('AT1G23530', 37.234274704688566), ('AT3G28210', 0.6806388703455418), ('AT3G17730', 23.78219113691982), ('AT3G47180', 2.8186596096179497), ('AT5G52270', 2.704886173835856), ('AT3G20570', 42.880902634274186), ('AT3G62020', 0.9614888629798188), ('AT1G23460', 0.97648990537526), ('AT3G12710', 4.994453072578338), ('AT3G10680', 4.401661352258585), ('AT1G31720', 20.368638563154512), ('AT2G41300', 17.17269629404601), ('AT2G34540', 17.905798176221058), ('AT1G52315', 5.95719648835641), ('AT2G34530', 3.4675852894451937), ('AT2G17710', 0.6685809235632976), ('AT2G14620', 10.73317849933296), ('AT1G75720', 25.25290284459288), ('AT3G05890', 0.6696595243259797), ('AT4G19050', 17.15308113109068), ('AT3G08500', 1.3735391648798605), ('AT5G46530', 42.03066439263264), ('AT5G25370', 1.5485066790238102), ('AT5G45520', 6.252357761326561), ('AT1G11570', 35.153294024818905), ('AT5G22870', 44.54629907906438), ('AT5G48690', 20.08027253198543), ('AT4G25000', 10.30706382570897), ('AT1G02950', 24.875784554162667), ('AT2G31550', 1.630924007887282), ('AT2G27035', 30.8991153009005), ('AT5G49320', 17.990473504272448), ('AT5G60020', 10.353113702171182), ('AT1G76040', 2.592492645513089), ('AT5G38610', 2.907060566162952), ('AT2G41610', 1.158145015492973), ('AT2G46760', 0.8463939637092158), ('AT3G01680', 44.961965218024375), ('AT2G28760', 0.7511997572409487), ('AT4G18425', 2.6167985437034287), ('AT3G01940', 40.102539386214296), ('AT5G20870', 3.6318204225283295), ('AT4G09990', 0.992535557799758), ('AT4G27435', 1.0750848100792014), ('AT3G56230', 9.48011487842702), ('AT4G33490', 20.71342605707139), ('AT4G35350', 1.8448977918166736), ('AT3G51220', 1.063643408209903), ('AT3G01950', 53.539865761788), ('AT1G75700', 14.855284078340798), ('AT4G35970', 9.647099147017483), ('AT5G02140', 0.8493005892727312), ('AT3G16920', 3.8718232191435087), ('AT5G04700', 8.592561976132982), ('AT5G11990', 34.55437856735827), ('AT5G67550', 43.02189700549487), ('AT3G46230', 0.8515506540508546), ('AT1G75260', 3.942732713767251), ('AT1G02335', 5.826321752685068), ('AT1G29520', 35.91353373351639), ('AT1G30900', 1.8886738013755224), ('AT1G33800', 0.7472327090636047), ('AT1G20850', 0.8071826556424385), ('AT1G13195', 1.786192388328682)]",178
AT1G32330,AT1G32330_supp,0.13517528223410577,6.456586100295698,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT2G29500', 0.6062722069856116), ('AT2G32120', 4.882869481224429), ('AT1G03070', 1.0240452639997466), ('AT5G52640', 3.12725846047764), ('AT5G51440', 2.280327910622694), ('AT2G26150', 1.1109007623974734), ('AT1G59860', 1.131833901337978), ('AT1G73010', 1.1359542618138092), ('AT2G46070', 1.866397403121664), ('AT2G20560', 2.3835741053648536), ('AT3G46230', 2.3170793626261688), ('AT1G21550', 5.015321823994928), ('AT1G52560', 0.5316073285384117), ('AT4G10250', 2.3456562891120885), ('AT1G16030', 4.776338485079365), ('AT4G17970', 0.9900460934818064), ('AT1G14200', 0.6856181197405484), ('AT5G48570', 2.158877363123614), ('AT1G07400', 1.626925567928732), ('AT5G54165', 0.6454629234251934), ('AT2G19310', 0.9733481413574055), ('AT4G25200', 1.031797318051591)]",70
AT1G73360,AT1G73360_supp,0.07272727272727272,3.93837835424128,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT3G08770', 0.9307878477132088), ('AT4G24510', 0.8886577084536934), ('AT4G31805', 0.6059094252542815), ('AT3G05600', 3.941021058551295)]",29
AT1G79180,AT1G79180_supp,0.10851370851370852,3.758681581623398,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G51680', 9.613201180188296), ('AT2G30490', 3.274477402012024), ('AT1G23800', 1.6821194217307849), ('AT4G34230', 0.7295911796684977), ('AT4G14010', 0.5368311871067446), ('AT1G55210', 1.1439715569521047), ('AT2G44300', 30.507828335357097), ('AT2G37040', 6.80816292551004), ('AT3G23810', 1.2464478408916555), ('AT1G21520', 18.72783661680049)]",131
AT2G23320,AT2G23320_supp,0.05217677944950672,3.0822722739394948,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT2G39518', 1.1256517164450042), ('AT1G71697', 58.044727599387095), ('AT2G20875', 0.604320299257011), ('AT3G55840', 6.104187776886361), ('AT5G36925', 14.527339795802654), ('AT3G07195', 0.7569061905303069), ('AT1G17860', 20.349385501353485), ('AT3G25780', 2.4502646699545743), ('AT1G65845', 2.45996813393044), ('AT1G69900', 8.020385690049933), ('AT1G55450', 119.72217169966775), ('AT1G07160', 33.12018831599321), ('AT1G06135', 6.474244783175282), ('AT1G80450', 5.384115071212525), ('AT1G02360', 6.332919718383154), ('AT1G05575', 27.7117187586127), ('AT1G66090', 11.513537790509591), ('AT1G78850', 23.55724463264277), ('AT2G20880', 1.0692508093704738), ('AT5G28630', 10.390777265891051), ('AT5G27420', 7.447263910362761), ('AT3G23030', 1.6305588813489784), ('AT5G64120', 19.6632774161014), ('AT2G47140', 4.695669101321644), ('AT1G76690', 11.620347718061767), ('AT5G22250', 10.599798576098474), ('AT5G19230', 10.426912656222145), ('AT1G76070', 25.719740295179346), ('AT4G36500', 54.799519192744334), ('AT1G53625', 2.896570091305883), ('AT5G11140', 6.113478695139245), ('AT5G10830', 0.7281456440656864), ('AT2G39980', 0.8916817442488367), ('AT1G56580', 0.6001688821022897), ('AT5G64905', 4.57666572776193), ('AT5G05340', 1.1831175849638684), ('AT5G05300', 8.506291287380233), ('AT2G34930', 1.0599053446905973), ('AT5G01750', 4.285629724693299), ('AT3G52450', 27.1834066089351), ('AT5G42380', 1.5979810562972203), ('AT1G29290', 1.6998445855012998), ('AT5G45340', 2.9730296548640878), ('AT3G17070', 5.2299165173717626), ('AT5G54500', 13.299407353114526), ('AT3G30775', 3.9560022452366383), ('AT3G22060', 9.106366068635335), ('AT1G19180', 3.382270981213301), ('AT2G27310', 19.00600960071557), ('AT5G44568', 4.032685550711689), ('AT2G20560', 1.2335625026862134), ('AT3G23230', 10.168193906229654), ('AT1G21110', 1.8666816875234915), ('AT1G53163', 0.8405984126743056), ('AT5G12030', 2.2290058768600542), ('AT1G55920', 10.52535181444628), ('AT4G24510', 0.6521082403925428), ('AT1G01470', 0.5958451978026095), ('AT1G72060', 5.415365087148095), ('AT1G11260', 1.0386770290858718), ('AT2G18690', 5.977826169144159), ('AT3G22840', 5.068257787354097), ('AT1G45145', 0.5192351876811463), ('AT2G35930', 22.795132438168388), ('AT4G38770', 4.997904418216113), ('AT1G21120', 13.10802475427474), ('AT5G16970', 6.994623956417552), ('AT2G05380', 0.7978911353889306), ('AT3G01290', 4.964178742109193), ('AT1G30700', 0.9869932651333804), ('AT3G50900', 22.75711760735592), ('AT2G43620', 6.7844460469062575), ('AT3G53600', 1.0564601879998643), ('AT2G02010', 1.6825144299504269), ('AT2G31345', 0.5714262056094194), ('AT1G33600', 40.689853107930446), ('AT4G31550', 62.85059573280783), ('AT1G21326', 7.863594381184557), ('AT4G30280', 17.6606301961185)]",159
AT2G26150,AT2G26150_supp,0.07218249914879128,4.064778938333602,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT2G29420', 3.0171554781466856), ('AT2G39400', 1.6044410864914551), ('AT5G12020', 71.27721011268255), ('AT5G59990', 1.6714158350814068), ('AT2G31945', 2.117376931153952), ('AT1G02450', 20.37528975744157), ('AT1G11210', 1.5068901886790458), ('AT2G43120', 10.53208306396056), ('AT4G33905', 1.5139760031358542), ('AT3G49570', 6.293260918387886), ('AT5G61820', 10.398061314485554), ('AT3G56710', 16.44122053110663), ('AT4G11600', 6.430758649369222), ('AT5G22250', 1.896467494923311), ('AT2G27300', 2.223049558838693), ('AT1G72800', 1.0766129623473404)]",31
AT2G27300,AT2G27300_supp,0.06477142559616786,3.4899685151456334,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G52315', 3.4236715702669454), ('AT5G52270', 3.507155210033684), ('AT5G46530', 60.48674121264085), ('AT4G16640', 0.5996692188957671), ('AT5G48690', 25.241215505735628), ('AT1G23530', 36.14373881430843), ('AT5G22870', 66.42303791198283), ('AT2G36650', 2.428054924876639), ('AT5G38610', 0.5500665861413911), ('AT2G34540', 24.83015952082784), ('AT2G44930', 48.949673352947), ('AT2G34530', 16.109050417834066), ('AT1G11570', 29.2224212745026), ('AT1G13195', 1.2919665203436987), ('AT3G09350', 1.6966784628512543), ('AT4G19050', 40.09541206088896), ('AT5G45520', 9.70316444593198), ('AT3G01680', 37.3542125834997), ('AT5G25370', 2.060398428811363), ('AT5G04890', 3.1480845355990685), ('AT5G20870', 4.36027766134272), ('AT2G27740', 3.599629957167381), ('AT1G75720', 25.89574232647058), ('AT2G14620', 7.5034612349973155), ('AT4G28500', 31.3376162955446), ('AT3G47180', 5.464041264784409), ('AT4G25000', 25.785149346182347), ('AT3G03200', 11.864860251137909), ('AT1G29520', 41.0999409754671), ('AT3G13590', 24.90468958459188), ('AT3G12710', 6.748745878408822), ('AT5G50120', 34.70648680330378), ('AT3G04030', 7.070529790347452)]",124
AT3G01530,AT3G01530_supp,0.09259259259259259,3.7913237665988975,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT4G22485', 4.958730761343829), ('AT3G62930', 1.1226719559488283), ('AT1G35910', 2.44728509590429), ('AT4G22505', 3.5784895016880967), ('AT5G59330', 7.114669547718924)]",29
AT3G02150,AT3G02150_supp,0.05998125585754452,3.4567335846494243,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G71880', 1.0194358584873984), ('AT1G52890', 0.7936526142898196), ('AT2G33380', 6.279741259592695), ('AT4G39770', 6.077427323676966), ('AT1G35140', 0.8599166048396182), ('AT2G42870', 16.156513003796505), ('AT5G59080', 12.612199352039177)]",40
AT3G03200,AT3G03200_supp,0.06758056758056757,3.525227635308877,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G52315', 136.33710620112404), ('AT5G52270', 36.85184738655765), ('AT5G46530', 57.403628023570406), ('AT4G16640', 23.407082313539103), ('AT2G36650', 10.053618327519349), ('AT1G23530', 17.48389484594294), ('AT5G38610', 1.1948585973506842), ('AT5G48690', 68.08918842838219), ('AT5G22870', 13.976944535480497), ('AT2G44930', 42.02311786401173), ('AT2G34540', 38.5794440911524), ('AT2G34530', 77.0110872389659), ('AT1G11570', 57.2583727906823), ('AT5G45520', 80.58743332883296), ('AT1G13195', 77.92849628756262), ('AT4G19050', 16.34984447622769), ('AT5G25370', 30.395317303055734), ('AT3G01680', 9.690212405308634), ('AT4G25000', 5.861853659414123), ('AT5G04890', 92.1136895436596), ('AT1G75720', 4.287880507215737), ('AT4G28500', 3.1486742733665767), ('AT1G29520', 53.89582916506333), ('AT5G20870', 108.33569851953244), ('AT3G04030', 10.634983380353503), ('AT5G50120', 1.2619537700404857), ('AT3G13590', 92.5810299486243), ('AT2G14620', 49.290041996632425), ('AT3G47180', 99.17177797675237), ('AT3G03200', 1.0)]",124
AT3G09370,AT3G09370_supp,0.16076733723792547,8.237311317937577,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G03780', 20.83871439777385), ('AT2G26760', 17.024721443897818), ('AT1G76310', 9.639713954574455), ('AT4G24265', 3.36931271190616), ('AT4G28230', 15.12210150509798), ('AT5G03885', 11.65818511183202), ('AT3G05152', 6.300420262317042), ('AT5G15510', 12.90315314718251), ('AT5G03870', 10.959008350242929), ('AT5G25090', 12.008858695200136), ('AT3G02120', 8.581766857195031), ('AT3G51740', 11.3487820669509), ('AT4G35620', 14.097272119582955), ('AT1G53140', 0.639443763383519), ('AT1G14260', 11.536080397251215), ('AT5G56120', 22.21855306280048), ('AT1G08560', 13.552141575093966), ('AT3G61118', 2.865464226755146), ('AT4G17000', 9.150204167046557), ('AT3G02640', 16.9536787401171), ('AT4G14330', 13.904924781268148), ('AT4G32830', 12.330881033752014), ('AT3G05330', 13.424886035565317), ('AT3G11520', 9.203605179640778), ('AT4G33260', 24.883574726135883), ('AT3G14190', 18.08665632037668), ('AT3G15550', 9.613236162711347), ('AT5G02490', 4.387635676507284), ('AT3G16280', 11.568639886226585), ('AT5G01910', 1.0885856052235383), ('AT4G02800', 11.090161401028356), ('AT4G33270', 23.84275582667285), ('AT3G42725', 2.134137905155968), ('AT3G51230', 19.8268325793482), ('AT3G51280', 15.15774875333276), ('AT3G51720', 16.46800921242836), ('AT4G01730', 5.5391423509731705), ('AT3G52110', 16.139322416062058), ('AT3G55660', 10.584385595876704), ('AT3G59765', 7.258187724003073), ('AT4G35730', 12.48832308062094), ('AT4G00460', 1.50884154804968), ('AT5G06150', 18.00724083113774), ('AT2G42110', 20.82356343375057), ('AT5G38300', 9.020399398232533), ('AT1G23790', 13.409576950396742), ('AT1G30690', 12.033862691253765), ('AT1G31335', 10.93983369769508), ('AT5G45700', 13.912289296864218), ('AT2G45780', 4.2645786648623085), ('AT5G44040', 13.132502554947129), ('AT1G63100', 11.422986056183491), ('AT5G47500', 1.9823793861611), ('AT1G12060', 2.364527343160815), ('AT1G18370', 11.63432610356322), ('AT1G20930', 3.778609147964831), ('AT1G16630', 10.200358895748828), ('AT5G17160', 2.8895027959163326), ('AT2G16270', 14.875801696397916), ('AT2G22610', 5.249239017997133), ('AT2G25060', 14.688982658211485), ('AT5G16250', 14.192724190422526), ('AT1G02730', 17.006669563493105), ('AT5G13840', 14.58319243267774), ('AT2G33560', 9.49680021094146), ('AT2G34190', 17.09643300451858), ('AT2G37390', 2.982116069065839), ('AT5G23400', 0.6495780946723075), ('AT1G20610', 6.793989978655237)]",90
AT5G02320,AT5G02320_supp,0.17707070707070707,8.327702731024532,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G76310', 5.131439702941421), ('AT1G03780', 9.824574167372116), ('AT2G26760', 5.665716206695668), ('AT5G03885', 4.169646323954838), ('AT3G05152', 1.5653849063017913), ('AT5G15510', 9.231756178078715), ('AT4G35620', 7.724429175937495), ('AT5G25090', 8.914354852160502), ('AT5G03870', 5.834335312119353), ('AT3G51740', 4.09848654308395), ('AT4G24265', 2.1158818947013844), ('AT3G02120', 6.795919272123105), ('AT5G56120', 10.54473612186124), ('AT1G08560', 5.751682750892835), ('AT4G28230', 7.972675936926766), ('AT1G14260', 3.054435517630751), ('AT3G02640', 9.601892083368806), ('AT4G14330', 6.862547502576116), ('AT3G05330', 11.374456057723467), ('AT3G11520', 6.370980532229072), ('AT3G14190', 7.321604783640565), ('AT3G15550', 6.04099759152001), ('AT3G16280', 9.212750571996285), ('AT3G42725', 3.764187400153339), ('AT3G61118', 0.5745772125698332), ('AT3G51230', 13.452957512243264), ('AT4G32830', 4.046956164613939), ('AT3G51280', 6.766712072110954), ('AT4G02800', 3.9720045494651095), ('AT3G51720', 6.028221216966347), ('AT4G01730', 0.9322051516079936), ('AT3G52110', 10.529747220427852), ('AT4G33270', 9.515058475373705), ('AT3G55660', 2.9575492684968947), ('AT3G59765', 4.257118214528931), ('AT4G33260', 11.934524413738506), ('AT4G35730', 5.160495837825067), ('AT1G02730', 5.126595496577085), ('AT5G44040', 4.508887245588295), ('AT1G16630', 7.563332884543403), ('AT1G18370', 5.803453483756651), ('AT5G47500', 7.640571024606574), ('AT1G20610', 1.033512122793557), ('AT1G23790', 6.45386252974021), ('AT1G30690', 6.036363896292668), ('AT1G31335', 4.638310074415688), ('AT5G45700', 4.198497959467931), ('AT1G63100', 9.798021204944265), ('AT4G17000', 4.4299397950812125), ('AT5G38300', 2.821213484172086), ('AT2G16270', 6.085392928064521), ('AT2G45780', 2.204259055567817), ('AT5G16250', 4.775580278996185), ('AT2G25060', 5.7065385682093925), ('AT5G13840', 6.594996581202552), ('AT5G06150', 6.97247621772517), ('AT2G33560', 0.5200845332918972), ('AT2G22610', 1.2197456635446535), ('AT2G34190', 8.230307121680546), ('AT2G37390', 3.891330124983927), ('AT2G42110', 5.518927218859693)]",90
AT5G15150,AT5G15150_supp,0.05915151515151515,3.2031244355126822,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G13670', 1.7277531645344284), ('AT1G16410', 3.557909493676684), ('AT3G54600', 1.3478980997289094), ('AT4G14040', 7.423142274871728), ('AT2G25450', 1.3910584484781243), ('AT4G12030', 1.3158140326075345), ('AT2G33830', 0.7853376078932169), ('AT4G31500', 0.5610585656225864), ('AT3G05165', 0.4956928132816894), ('AT1G70830', 0.7742335839222634), ('AT2G37170', 5.776592658613301), ('AT4G04610', 4.773729565768817), ('AT4G02290', 3.355609523967058), ('AT1G56430', 2.4889000034266235), ('AT4G27260', 3.454631406830905), ('AT5G07690', 2.4826613785958456), ('AT3G23570', 2.740700279483129), ('AT1G54410', 2.7233124072041304), ('AT3G24450', 0.911936535750433), ('AT3G03190', 2.548338368325143), ('AT5G14920', 3.838885377874395), ('AT3G12710', 4.339900313903184)]",150
AT5G17260,AT5G17260_supp,0.062382062382062384,3.366662199447185,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G52315', 131.98668140304528), ('AT5G52270', 21.936121958201745), ('AT5G46530', 50.56997581579047), ('AT4G16640', 23.204642273316324), ('AT2G34530', 65.28782606278354), ('AT2G44930', 58.61810985953751), ('AT5G22870', 13.714015969456142), ('AT2G34540', 42.90556516268999), ('AT2G36650', 8.961581263492016), ('AT1G23530', 21.56226289122602), ('AT5G38610', 0.8704111460546811), ('AT5G48690', 75.97006362909653), ('AT5G45520', 76.95074533515957), ('AT1G11570', 67.5154977157269), ('AT3G01680', 19.321536840532435), ('AT4G19050', 26.01303067917565), ('AT5G25370', 21.78672209647237), ('AT1G13195', 86.2307118376151), ('AT5G04890', 82.77413613361183), ('AT4G28500', 5.179110925160766), ('AT1G75720', 2.33152901076854), ('AT3G56230', 0.7926562853080935), ('AT5G20870', 121.37791704287314), ('AT4G25000', 3.757474356739754), ('AT3G47180', 90.06655701764828), ('AT1G29520', 45.4435353784628), ('AT3G03200', 103.78682299953078), ('AT3G04030', 5.830351254995202), ('AT5G50120', 5.944775969565196), ('AT2G14620', 58.35669461892347), ('AT3G13590', 83.03918494485637)]",124
AT5G18830,AT5G18830_supp,0.05948372615039282,3.3760467792519164,0.0,1.0,placeholder,"frozenset({'activating', 'weight>75.0%', 'supp.genes_vs_tracks.rankings'})","[('AT2G37090', 1.5356102651729489), ('AT3G27200', 1.144883034860572), ('AT1G62981', 1.7468366190650448), ('AT1G58070', 0.5241609336460047), ('AT5G16490', 4.036633433002443), ('AT5G26330', 2.0335220618171643)]",34
AT1G07640,AT1G07640_supp,0.07797784609378812,5.183795034139468,0.0,1.0,placeholder,"frozenset({'activating', 'weight>90.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G60390', 21.215056504967077), ('AT3G06020', 9.56254873864165), ('AT1G69580', 1.7521230903455736), ('AT1G70470', 5.08386915509295), ('AT4G00460', 23.834232496390708), ('AT2G01913', 69.94154472186057), ('AT1G21140', 4.974328958048314), ('AT5G19260', 45.924790332992), ('AT1G62045', 7.980331928710983), ('AT5G44040', 2.1605692387953943), ('AT5G40980', 17.330710254193175), ('AT2G37590', 22.932204749837982), ('AT5G24800', 76.58507050755517), ('AT3G11930', 72.49747703772093), ('AT5G23360', 43.26522342445931), ('AT3G52900', 16.080544806104292), ('AT3G62690', 27.785329150526216), ('AT4G23410', 35.31206777811252), ('AT4G31840', 1.9391570737363224), ('AT4G34560', 35.73785137765946), ('AT4G39190', 42.28809159065715), ('AT1G54410', 16.999538423271844), ('AT1G49470', 28.920721535214447), ('AT5G67600', 88.43848784123985), ('AT1G10380', 27.13162452705537), ('AT1G28400', 11.155050400623868), ('AT4G18340', 8.961217658480882), ('AT4G35190', 8.168802735818696), ('AT4G34600', 3.301336870623219), ('AT1G07640', 1.0), ('AT5G08350', 42.73282829421459), ('AT4G20270', 50.25862681727629), ('AT2G32880', 3.393300503978571), ('AT4G13600', 22.71914069502247), ('AT4G08290', 4.712894036912993), ('AT5G23810', 8.198478174424428), ('AT3G60490', 15.587299227443705), ('AT3G44220', 13.348986886513138), ('AT1G11185', 1.824665635320862), ('AT1G77885', 42.87599015458929), ('AT5G49320', 2.0456630332721515), ('AT5G20700', 6.794090669687583), ('AT1G64700', 26.308355095568437), ('AT1G29160', 21.65514199906869), ('AT5G05160', 22.18076813666028), ('AT5G04230', 33.5988995914385), ('AT1G68430', 20.283581784024427), ('AT1G61820', 2.3234265796677933), ('AT5G25490', 10.786265269688586), ('AT1G55210', 15.96468501545505), ('AT3G03270', 17.513207947129075), ('AT4G01600', 2.3106253883934142), ('AT5G02460', 52.64832342765054), ('AT1G14630', 3.8268729483532944), ('AT4G01440', 19.018855869871693), ('AT4G00950', 20.33131266519071), ('AT3G14940', 2.306354442507752), ('AT3G15353', 36.61518229715525), ('AT3G63300', 11.536429729410145), ('AT2G47560', 16.39920687456931), ('AT3G61210', 2.2549289608249308), ('AT3G60840', 8.044132604806492), ('AT5G02260', 4.756740199191353), ('AT3G57010', 3.2868039582743567), ('AT3G43430', 5.038129266484705), ('AT5G02380', 5.684266464307583), ('AT3G44960', 32.82214594598327), ('AT1G52140', 37.52881729033622), ('AT5G23350', 17.597496260121364), ('AT3G47540', 9.678736663640818), ('AT5G22090', 6.209445646334601), ('AT3G63440', 2.277705642627041), ('AT5G27690', 3.654066585461421), ('AT1G35910', 2.2035870312551205), ('AT1G79430', 18.949038231635303), ('AT5G17450', 12.914998354728148), ('AT1G22710', 15.101877803037816), ('AT2G21060', 15.152950973991732), ('AT4G36620', 8.983487291737912), ('AT2G22190', 3.06256983602827), ('AT4G22050', 6.242709483280491), ('AT4G19840', 1.7547721006298274), ('AT2G02130', 43.87411118826921), ('AT4G39770', 66.37786162083759), ('AT5G01910', 5.090165923902476), ('AT1G70670', 50.08312677375351), ('AT5G12140', 19.21590499675584), ('AT2G37460', 14.721275448670443), ('AT1G04330', 3.3565264700624646), ('AT2G37880', 5.6721941857764175), ('AT4G15690', 2.1501049760452413), ('AT1G78090', 12.214402596717058)]",384
AT1G13450,AT1G13450_supp,0.18181818181818182,4.149775089712532,0.0,1.0,placeholder,"frozenset({'activating', 'weight>90.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G19600', 3.048415423234742)]",8
AT1G28470,AT1G28470_supp,0.05238992798801411,3.041782472533161,0.0,1.0,placeholder,"frozenset({'activating', 'weight>90.0%', 'supp.genes_vs_tracks.rankings'})","[('AT5G52270', 2.704886173835856), ('AT1G52315', 5.95719648835641), ('AT1G23530', 37.234274704688566), ('AT5G38610', 2.907060566162952), ('AT1G31720', 20.368638563154512), ('AT5G22870', 44.54629907906438), ('AT5G04700', 8.592561976132982), ('AT5G45520', 6.252357761326561), ('AT4G39810', 3.4642915456757057), ('AT4G28500', 53.19099505103547), ('AT2G14620', 10.73317849933296), ('AT3G56230', 9.48011487842702), ('AT3G01680', 44.961965218024375), ('AT3G47180', 2.8186596096179497), ('AT3G17730', 23.78219113691982), ('AT1G75260', 3.942732713767251), ('AT1G13195', 1.786192388328682), ('AT3G20570', 42.880902634274186), ('AT1G02335', 5.826321752685068), ('AT5G14510', 29.40642914709045), ('AT5G11990', 34.55437856735827), ('AT2G27740', 12.524620055386782), ('AT5G67210', 3.7291888675359015), ('AT5G04890', 3.091791120339373), ('AT2G44930', 25.375758248670277), ('AT5G53590', 12.806510037136425), ('AT5G20870', 3.6318204225283295), ('AT1G75280', 10.277483416116784), ('AT4G33490', 20.71342605707139), ('AT5G46530', 42.03066439263264), ('AT2G34540', 17.905798176221058), ('AT2G34530', 3.4675852894451937), ('AT5G60020', 10.353113702171182), ('AT4G08160', 5.971908756506458), ('AT4G19050', 17.15308113109068), ('AT1G75720', 25.25290284459288), ('AT3G04030', 12.924132292139252), ('AT4G16015', 9.388264587502002), ('AT5G67550', 43.02189700549487), ('AT5G39471', 9.731199845636512), ('AT3G12710', 4.994453072578338), ('AT3G13590', 14.718226382212071), ('AT1G29520', 35.91353373351639), ('AT1G27920', 3.661371481992748), ('AT5G38770', 36.42624137116609), ('AT3G10680', 4.401661352258585), ('AT3G16920', 3.8718232191435087), ('AT5G50120', 10.961283904149225), ('AT1G13920', 5.0658152025944085), ('AT5G48690', 20.08027253198543), ('AT1G29200', 3.0745576082924324)]",146
AT1G32330,AT1G32330_supp,0.21179537308569565,6.137180418192252,0.0,1.0,placeholder,"frozenset({'activating', 'weight>90.0%', 'supp.genes_vs_tracks.rankings'})","[('AT5G52640', 3.12725846047764), ('AT5G51440', 2.280327910622694), ('AT2G32120', 4.882869481224429), ('AT4G10250', 2.3456562891120885), ('AT2G46070', 1.866397403121664), ('AT3G46230', 2.3170793626261688), ('AT2G20560', 2.3835741053648536), ('AT1G21550', 5.015321823994928), ('AT5G48570', 2.158877363123614), ('AT1G16030', 4.776338485079365)]",70
AT1G79180,AT1G79180_supp,0.21548821548821548,5.443967408481922,0.0,1.0,placeholder,"frozenset({'activating', 'weight>90.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G51680', 9.613201180188296), ('AT2G30490', 3.274477402012024), ('AT1G21520', 18.72783661680049), ('AT2G44300', 30.507828335357097), ('AT1G60989', 2.298077743806336), ('AT2G37040', 6.80816292551004), ('AT3G53100', 4.981690755450471)]",150
AT2G23320,AT2G23320_supp,0.05693296602387511,3.2854472139637374,0.0,1.0,placeholder,"frozenset({'activating', 'weight>90.0%', 'supp.genes_vs_tracks.rankings'})","[('AT1G65845', 2.45996813393044), ('AT5G36925', 14.527339795802654), ('AT1G71697', 58.044727599387095), ('AT1G69900', 8.020385690049933), ('AT1G02360', 6.332919718383154), ('AT1G80450', 5.384115071212525), ('AT5G22250', 10.599798576098474), ('AT3G25780', 2.4502646699545743), ('AT5G05300', 8.506291287380233), ('AT3G22060', 9.106366068635335), ('AT5G27420', 7.447263910362761), ('AT2G40180', 33.05526921213369), ('AT5G19230', 10.426912656222145), ('AT1G76690', 11.620347718061767), ('AT5G11140', 6.113478695139245), ('AT2G27310', 19.00600960071557), ('AT5G01750', 4.285629724693299), ('AT1G19180', 3.382270981213301), ('AT1G66090', 11.513537790509591), ('AT1G72060', 5.415365087148095), ('AT1G78850', 23.55724463264277), ('AT1G76070', 25.719740295179346), ('AT1G55450', 119.72217169966775), ('AT1G17860', 20.349385501353485), ('AT3G55840', 6.104187776886361), ('AT1G05575', 27.7117187586127), ('AT3G17070', 5.2299165173717626), ('AT5G64905', 4.57666572776193), ('AT5G45340', 2.9730296548640878), ('AT5G54500', 13.299407353114526), ('AT3G30775', 3.9560022452366383), ('AT2G47140', 4.695669101321644)]",62
