,,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment
,,AUC,NES,MotifSimilarityQvalue,OrthologousIdentity,Annotation,Context,TargetGenes,RankAtMax
TF,MotifID,,,,,,,,
AT2G23320,AT2G23320_glue,0.13383838383838384,3.7642146967707855,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT1G71697', 58.044727599387095), ('AT1G07160', 33.12018831599321), ('AT4G31550', 62.85059573280783), ('AT4G36500', 54.799519192744334), ('AT2G40180', 33.05526921213369), ('AT1G78850', 23.55724463264277), ('AT1G55450', 119.72217169966775), ('AT3G51660', 27.194185444951), ('AT1G05575', 27.7117187586127), ('AT4G00360', 25.82326016616309)]",87
AT2G26150,AT2G26150_glue,0.2334211682037769,4.690712177587272,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT1G03070', 32.45117755948927), ('AT5G52640', 86.38679764409375), ('AT5G51440', 42.6944063314178), ('AT3G24500', 161.5242532228213), ('AT2G26150', 1.0), ('AT1G59860', 71.15484933942759), ('AT5G48570', 51.775076915339454), ('AT4G10250', 21.68766187879112), ('AT2G19310', 89.96578748472346), ('AT1G16030', 83.18759091736639), ('AT3G46230', 92.11434060483428), ('AT2G20560', 98.3265046451263), ('AT1G07400', 129.4964832205191), ('AT1G14200', 156.90574097269138), ('AT3G16050', 161.37248503612742), ('AT4G25200', 35.35599659961747)]",80
AT2G28810,AT2G28810_glue,0.13108356290174472,5.331002190089058,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT5G04230', 63.34472545328693), ('AT5G19260', 57.07889302578151), ('AT3G11930', 69.11191537724952), ('AT2G01913', 76.76274679257646), ('AT5G24800', 97.64797706243144), ('AT3G62690', 50.03930814160505), ('AT3G15353', 46.17214134230206), ('AT4G39770', 60.52099436746333), ('AT3G14990', 28.14458969884437), ('AT4G39190', 29.355708783053167), ('AT4G36710', 49.82240468301837), ('AT1G29160', 36.94332650253072), ('AT1G54410', 27.99623925221101), ('AT4G34560', 40.1384110658241), ('AT4G20270', 24.395778583107692), ('AT1G49470', 32.503354921059874), ('AT5G37660', 46.74470579723653), ('AT1G07640', 92.82563107235816), ('AT5G05160', 27.52078049208329), ('AT5G23360', 32.19903288741667), ('AT3G10870', 29.904190524194394), ('AT1G70670', 80.61256760105547), ('AT5G08350', 41.7103391952999)]",452
AT2G37590,AT2G37590_glue,0.13944321261394432,5.541801135700549,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT3G52900', 35.43196073111205), ('AT4G13600', 25.45853974785863), ('AT1G28400', 40.914706286335225), ('AT2G37590', 1.0), ('AT1G70470', 55.53085478399047), ('AT2G01913', 57.26663532049988), ('AT4G39190', 32.37733431268924), ('AT5G02460', 32.50259959273164), ('AT4G29920', 48.74075173744301), ('AT2G21060', 29.299846165691715), ('AT4G20270', 73.62798210853435), ('AT1G60390', 49.00949370694461), ('AT1G68430', 88.53421878532369), ('AT2G16850', 54.93912954278306), ('AT2G18380', 34.876336183380914), ('AT2G37880', 29.02668582984973), ('AT1G07640', 20.00136060757083), ('AT5G05160', 43.40972918178854)]",303
AT3G09370,AT3G09370_glue,0.34505050505050505,10.31426209028884,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT1G03780', 20.83871439777385), ('AT5G25090', 12.008858695200136), ('AT5G15510', 12.90315314718251), ('AT2G26760', 17.024721443897818), ('AT5G03885', 11.65818511183202), ('AT4G28230', 15.12210150509798), ('AT5G56120', 22.21855306280048), ('AT5G06150', 18.00724083113774), ('AT4G35730', 12.48832308062094), ('AT1G14260', 11.536080397251215), ('AT3G51280', 15.15774875333276), ('AT4G02800', 11.090161401028356), ('AT4G14330', 13.904924781268148), ('AT4G33270', 23.84275582667285), ('AT3G51740', 11.3487820669509), ('AT5G13840', 14.58319243267774), ('AT5G16250', 14.192724190422526), ('AT1G30690', 12.033862691253765), ('AT3G52110', 16.139322416062058), ('AT4G35620', 14.097272119582955), ('AT3G14190', 18.08665632037668), ('AT1G23790', 13.409576950396742), ('AT1G18370', 11.63432610356322), ('AT2G42110', 20.82356343375057), ('AT4G32830', 12.330881033752014), ('AT5G66230', 17.630693660002272), ('AT1G02730', 17.006669563493105), ('AT3G51720', 16.46800921242836), ('AT1G08560', 13.552141575093966), ('AT5G44040', 13.132502554947129), ('AT5G45700', 13.912289296864218), ('AT3G02640', 16.9536787401171), ('AT3G16280', 11.568639886226585), ('AT1G63100', 11.422986056183491), ('AT2G34190', 17.09643300451858), ('AT3G05330', 13.424886035565317)]",120
AT3G17730,AT3G17730_glue,0.08793820558526441,3.2572627141712647,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT3G17730', 1.0), ('AT1G23530', 43.309400633231206), ('AT5G22870', 48.882249494170686), ('AT1G69580', 62.44023832311464), ('AT5G02140', 51.12248266959504), ('AT2G27035', 75.7369446926665), ('AT1G11570', 47.71136481077436), ('AT3G01670', 129.4329655471834), ('AT3G22400', 50.47394131891001), ('AT1G62045', 46.439615791525256)]",110
AT3G23250,AT3G23250_glue,0.07595959595959596,3.1285314037280996,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT5G52760', 32.43691357168325), ('AT5G11140', 10.957069401469514), ('AT3G61190', 21.402385063894684), ('AT1G25422', 9.952662135706433), ('AT3G44860', 18.25603318427256), ('AT4G14365', 13.486669854304768)]",61
AT3G47600,AT3G47600_glue,0.10681280894046852,3.7164398699806327,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT3G16370', 29.60037118176797), ('AT5G45950', 28.30086700496599), ('AT5G45670', 28.651650600256342), ('AT4G04890', 15.907472900500364), ('AT3G43720', 18.34596185422548), ('AT3G04290', 29.762703129480503), ('AT2G38530', 38.04591784819587), ('AT2G05520', 35.52031451548064), ('AT4G13840', 38.01531894913792)]",58
AT3G48160,AT3G48160_glue,0.11554570091155457,3.8300462280067293,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT1G04020', 124.04203986689618), ('AT3G27360', 38.89220504851257), ('AT5G59870', 36.14288015177227), ('AT1G47210', 163.03153205144906), ('AT3G04630', 17.957279876713926)]",9
AT4G16150,AT4G16150_glue,0.10953984287317621,4.103765163635856,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT2G43290', 0.1669618362161929), ('AT1G56600', 1.1749756822457744), ('AT4G04890', 0.365823794823483), ('AT4G28703', 0.2718796939256381), ('AT3G22910', 1.0846023413519883), ('AT5G64750', 0.7609500736075673), ('AT2G32200', 0.1596053349121553), ('AT5G07440', 1.175294244132786), ('AT2G38120', 0.2525632340922887)]",129
AT4G18170,AT4G18170_glue,0.1433080808080808,4.48876543827886,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT3G05730', 15.070928711366143), ('AT4G36500', 11.93257793626005), ('AT1G55450', 22.863113482370277), ('AT1G71697', 27.446682272023992), ('AT2G20880', 14.17436060359146), ('AT3G22060', 25.457414385948017), ('AT2G22880', 11.206720374164307), ('AT5G16970', 21.097082666434677), ('AT1G47130', 11.322075774183777), ('AT5G19230', 23.119033789316365), ('AT1G72060', 18.31268509389639), ('AT1G56240', 14.396925784169913), ('AT3G51660', 44.64676013259284), ('AT2G27310', 16.49714372792331)]",143
AT4G23550,AT4G23550_glue,0.0702581369248036,3.3901657850329388,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT3G05730', 33.47757227264152), ('AT2G43510', 18.16804864748029), ('AT4G30140', 26.88912319975886), ('AT2G43610', 6.591424589948661)]",23
AT4G29000,AT4G29000_glue,0.12564671101256467,4.25058989925903,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT1G44110', 3.482499819509421), ('AT5G17160', 1.1436475450550685), ('AT3G22880', 1.6239867266944594), ('AT2G33793', 2.338523173012164), ('AT1G53140', 1.3244481191249289), ('AT2G26180', 5.790220566843736), ('AT4G23800', 1.8442470305676173), ('AT1G20930', 1.0739341518371324), ('AT4G28950', 1.2379608067486307), ('AT5G62550', 0.90873605657066), ('AT5G60930', 1.1825020065257654), ('AT3G01710', 0.9701264709329832), ('AT5G22880', 0.9385878508182326), ('AT3G23890', 2.769642191082262), ('AT1G73620', 1.1277904903357423), ('AT3G17680', 6.670576427024609), ('AT1G06760', 2.578148303787295), ('AT2G28740', 1.0583540483186875), ('AT5G59870', 1.622051658421674), ('AT3G53730', 1.5430018285946585), ('AT4G27230', 1.0189334034822135), ('AT3G53650', 2.150716584615709)]",400
AT4G31550,AT4G31550_glue,0.12772166105499438,3.4146355349847037,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT4G36500', 96.16274909615996), ('AT1G07160', 45.26631486867716), ('AT1G71697', 39.45844053228495), ('AT1G55450', 71.39974678752375), ('AT2G22880', 34.96439726990279), ('AT1G69900', 42.33284664588646), ('AT1G02360', 33.10123466095531), ('AT2G47140', 38.02490143272027), ('AT1G69890', 55.09914308943246), ('AT5G28630', 32.23009525024541), ('AT3G18950', 34.42676570316034), ('AT4G00970', 32.48789453115755), ('AT1G66090', 72.3652390618241), ('AT3G10720', 68.26928606693964), ('AT2G01670', 37.81985428410368), ('AT1G78850', 32.937270705852804), ('AT1G14540', 40.56004556429761), ('AT4G31550', 1.0)]",161
AT4G36990,AT4G36990_glue,0.2523148148148148,5.496586746583342,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT3G24500', 59.68320841747688), ('AT5G52640', 56.61723077744183), ('AT5G51440', 28.15554700020554), ('AT2G26150', 59.63888538695058), ('AT1G03070', 39.0938494854563), ('AT5G48570', 40.23634544833759), ('AT1G59860', 39.38182296301111), ('AT2G19310', 40.92280874306477), ('AT4G10250', 21.840606164239), ('AT1G16030', 58.89126982389684), ('AT3G46230', 60.87459951800394), ('AT2G20560', 38.50481554804208), ('AT1G14200', 41.62520680565677), ('AT1G07400', 61.636235120800514), ('AT3G16050', 46.20036743573128), ('AT4G25200', 35.39170661026179)]",80
AT5G02320,AT5G02320_glue,0.35474747474747476,10.900433332455577,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT1G03780', 9.824574167372116), ('AT5G25090', 8.914354852160502), ('AT2G26760', 5.665716206695668), ('AT1G76310', 5.131439702941421), ('AT5G15510', 9.231756178078715), ('AT5G56120', 10.54473612186124), ('AT4G17000', 4.4299397950812125), ('AT4G28230', 7.972675936926766), ('AT5G03870', 5.834335312119353), ('AT5G06150', 6.97247621772517), ('AT4G35730', 5.160495837825067), ('AT3G51280', 6.766712072110954), ('AT4G14330', 6.862547502576116), ('AT5G16250', 4.775580278996185), ('AT4G33270', 9.515058475373705), ('AT1G16630', 7.563332884543403), ('AT5G13840', 6.594996581202552), ('AT1G30690', 6.036363896292668), ('AT4G35620', 7.724429175937495), ('AT3G52110', 10.529747220427852), ('AT3G15550', 6.04099759152001), ('AT1G23790', 6.45386252974021), ('AT3G14190', 7.321604783640565), ('AT1G18370', 5.803453483756651), ('AT5G66230', 8.359486136485016), ('AT2G42110', 5.518927218859693), ('AT1G02730', 5.126595496577085), ('AT1G08560', 5.751682750892835), ('AT3G51720', 6.028221216966347), ('AT5G44040', 4.508887245588295), ('AT3G11520', 6.370980532229072), ('AT3G16280', 9.212750571996285), ('AT3G02640', 9.601892083368806), ('AT1G63100', 9.798021204944265), ('AT2G34190', 8.230307121680546), ('AT5G47500', 7.640571024606574), ('AT3G05330', 11.374456057723467)]",120
AT5G11510,AT5G11510_glue,0.238301381158524,8.255944926987207,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT3G22880', 66.97355516611145), ('AT3G17680', 73.89314400276723), ('AT1G76540', 68.59030577806863), ('AT5G60930', 68.46572842870896), ('AT3G60840', 81.55743458940397), ('AT4G02800', 109.04895614852796), ('AT5G03870', 69.64932638625672), ('AT4G26660', 67.41879458467281), ('AT4G14330', 71.08756545593691), ('AT3G52110', 82.59445644530665), ('AT4G32830', 97.58278373584125), ('AT5G01910', 67.56006574830901), ('AT5G62550', 88.52888641206296), ('AT2G28620', 67.31643191578219), ('AT2G33400', 96.61770918918803), ('AT1G02730', 107.36140138492284), ('AT2G25880', 105.41027883564271), ('AT3G23890', 64.37661894822017), ('AT1G50490', 134.11688245723133), ('AT3G25980', 66.94521047061959), ('AT4G15830', 83.44622890752807), ('AT1G49870', 62.76999243841505), ('AT5G25090', 89.25606968809626), ('AT1G72250', 71.46864834973546), ('AT1G63100', 84.06615138389787), ('AT3G02120', 85.472864810865), ('AT3G51720', 88.42328147035113), ('AT4G28950', 76.2985887628739), ('AT5G13840', 64.93556717677247), ('AT4G35730', 84.33418723049392), ('AT4G23800', 188.29514087846712), ('AT3G51740', 69.44111972549298), ('AT3G01710', 73.13137342681395), ('AT3G05330', 62.9289139089369), ('AT5G44040', 70.02089423727435), ('AT1G30690', 91.26273303813356)]",494
AT5G24110,AT5G24110_glue,0.11507229154287978,3.268249336987033,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT5G36925', 26.887906925317395), ('AT4G36500', 29.039664337016305), ('AT1G07160', 19.08021216677656), ('AT1G71697', 18.25626922827533), ('AT3G22060', 73.50047266553383), ('AT2G22880', 58.62030525541415), ('AT5G16970', 24.305076060649338), ('AT5G10695', 20.676475855662243), ('AT2G47140', 16.683407909389828), ('AT1G72060', 20.51481318068713), ('AT5G05300', 23.88173956898936), ('AT1G66090', 19.00256051161128), ('AT5G64905', 19.77364585091559), ('AT5G62520', 20.081030662595985), ('AT3G51660', 17.101359162732475), ('AT1G14540', 34.61593945389225), ('AT4G31550', 17.987393467498197)]",161
AT5G52830,AT5G52830_glue,0.089404685149366,3.171708812875599,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT2G29995', 27.23839798576145), ('AT1G07175', 97.57528871512244), ('AT1G59740', 36.23600374200984), ('AT1G80830', 26.27992722289595), ('AT3G54420', 91.79510612656712), ('AT4G10380', 40.88792542000319), ('AT5G59990', 83.833504279315)]",59
AT5G62470,AT5G62470_glue,0.10430839002267574,3.639411984913636,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT3G43720', 97.95632594271326), ('AT4G36500', 93.1987679735782), ('AT1G69900', 64.28119698232922), ('AT5G22250', 70.12109617764426), ('AT1G27950', 107.59114053315815), ('AT4G00360', 80.68776012532896), ('AT2G15090', 72.53016248833988)]",21
AT5G63090,AT5G63090_glue,0.0836940836940837,3.0974236258965084,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top50'})","[('AT2G43150', 112.2303585685608), ('AT4G13840', 15.628123641631635), ('AT5G44572', 46.00675961038773), ('AT5G63090', 1.0), ('AT3G14060', 24.240842620041388), ('AT5G65390', 12.13544440551498), ('AT5G58390', 31.303128605385645)]",67
AT1G07640,AT1G07640_glue,0.09745604190048635,4.536661033882357,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT5G04230', 33.5988995914385), ('AT5G19260', 45.924790332992), ('AT3G11930', 72.49747703772093), ('AT2G01913', 69.94154472186057), ('AT5G24800', 76.58507050755517), ('AT3G62690', 27.785329150526216), ('AT4G39770', 66.37786162083759), ('AT5G17450', 12.914998354728148), ('AT4G39190', 42.28809159065715), ('AT4G36710', 24.991149551146226), ('AT1G29160', 21.65514199906869), ('AT4G34560', 35.73785137765946), ('AT5G02460', 52.64832342765054), ('AT4G20270', 50.25862681727629), ('AT1G64700', 26.308355095568437), ('AT1G49470', 28.920721535214447), ('AT5G37660', 47.49240718775071), ('AT1G07640', 1.0), ('AT5G05160', 22.18076813666028), ('AT5G23360', 43.26522342445931), ('AT1G77885', 42.87599015458929), ('AT1G70670', 50.08312677375351), ('AT5G08350', 42.73282829421459), ('AT5G23350', 17.597496260121364)]",470
AT1G28470,AT1G28470_glue,0.0689792663476874,3.518871056964287,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT1G75700', 14.855284078340798), ('AT1G23530', 37.234274704688566), ('AT5G22870', 44.54629907906438), ('AT1G31720', 20.368638563154512), ('AT5G67550', 43.02189700549487), ('AT4G35970', 9.647099147017483), ('AT2G27035', 30.8991153009005), ('AT4G33490', 20.71342605707139), ('AT1G11570', 35.153294024818905), ('AT3G22400', 31.707466583244884), ('AT3G01670', 45.78191159125039), ('AT2G27300', 42.176849229317)]",103
AT1G29280,AT1G29280_glue,0.061503928170594836,3.754769263030227,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT4G30140', 65.67209297878898), ('AT2G43510', 68.92652333612763), ('AT2G43610', 8.245363657837688)]",23
AT1G52150,AT1G52150_glue,0.07297109021246952,3.1654651728447694,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT1G28400', 37.34779457709447), ('AT1G24070', 46.44283161777392), ('AT4G14130', 21.13736191405247), ('AT2G36307', 18.801365498590847), ('AT1G14210', 35.07910969908178), ('AT5G54500', 29.11584227891225), ('AT2G22122', 30.439272201313692), ('AT4G21650', 56.887082525740034), ('AT4G18640', 28.77109612633772), ('AT2G45450', 79.81029842780501), ('AT1G18880', 41.67752803179634), ('AT5G44578', 25.94328599098636), ('AT2G38120', 43.96969574493326)]",148
AT2G02450,AT2G02450_glue,0.1531986531986532,3.9252943706457244,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT1G30250', 46.49418493015982), ('AT1G34245', 37.03971148152026)]",11
AT3G23250,AT3G23250_glue,0.12457912457912458,4.444933651724425,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT5G52760', 32.43691357168325), ('AT4G25810', 20.45764736801563), ('AT4G01360', 32.73365885441841)]",53
AT3G47600,AT3G47600_glue,0.11536416799574695,3.725154282975423,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT1G22890', 25.36317948084878), ('AT1G30530', 29.43720808747833)]",11
AT3G57230,AT3G57230_glue,0.09343434343434344,3.861646947808183,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT1G68180', 5.796548876028449), ('AT2G31550', 5.86689321640055)]",11
AT4G18170,AT4G18170_glue,0.12962962962962962,4.014769376864094,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT5G19230', 23.119033789316365), ('AT3G63380', 2.385397584475988), ('AT3G05730', 15.070928711366143), ('AT1G72060', 18.31268509389639), ('AT2G20880', 14.17436060359146), ('AT3G51660', 44.64676013259284)]",67
AT4G31550,AT4G31550_glue,0.0962000962000962,3.420112907220976,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT3G22060', 31.809643408461863), ('AT1G02360', 33.10123466095531), ('AT1G07160', 45.26631486867716), ('AT4G36500', 96.16274909615996), ('AT1G69890', 55.09914308943246), ('AT2G47140', 38.02490143272027), ('AT1G66090', 72.3652390618241), ('AT5G05300', 16.652159858170876), ('AT1G55450', 71.39974678752375), ('AT4G31550', 1.0)]",67
AT4G36990,AT4G36990_glue,0.2777777777777778,5.8228133044309045,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT1G03070', 39.0938494854563), ('AT5G51440', 28.15554700020554), ('AT3G24500', 59.68320841747688), ('AT5G52640', 56.61723077744183), ('AT2G26150', 59.63888538695058), ('AT5G48570', 40.23634544833759), ('AT2G19310', 40.92280874306477), ('AT4G10250', 21.840606164239), ('AT1G59860', 39.38182296301111), ('AT1G16030', 58.89126982389684), ('AT3G46230', 60.87459951800394), ('AT2G20560', 38.50481554804208), ('AT1G07400', 61.636235120800514), ('AT3G16050', 46.20036743573128), ('AT4G25200', 35.39170661026179)]",80
AT5G11510,AT5G11510_glue,0.2593705651556891,10.758964540839202,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT4G09060', 47.7721573679115), ('AT1G03780', 39.079556727245695), ('AT4G14330', 71.08756545593691), ('AT1G23790', 56.7802371227752), ('AT2G33400', 96.61770918918803), ('AT2G27970', 56.600868006943855), ('AT3G03130', 52.97971490910262), ('AT1G02690', 67.51694641564274), ('AT5G13840', 64.93556717677247), ('AT4G33260', 40.7225416917398), ('AT3G14190', 48.325302637793214), ('AT5G44560', 83.84634747635893), ('AT2G26760', 53.032258650097226), ('AT3G60840', 81.55743458940397), ('AT4G28230', 46.90495107860702), ('AT3G44960', 34.9168754461416)]",63
AT5G24110,AT5G24110_glue,0.09848484848484848,3.7226707563334784,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT5G36925', 26.887906925317395), ('AT3G22060', 73.50047266553383), ('AT2G47140', 16.683407909389828), ('AT1G72060', 20.51481318068713), ('AT5G05300', 23.88173956898936), ('AT5G64905', 19.77364585091559)]",52
AT5G52830,AT5G52830_glue,0.10871876661350345,3.735661229656655,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT2G29995', 27.23839798576145), ('AT1G07175', 97.57528871512244), ('AT1G59740', 36.23600374200984), ('AT4G10380', 40.88792542000319), ('AT3G54420', 91.79510612656712), ('AT5G59990', 83.833504279315), ('AT1G78000', 12.054920613915174)]",67
AT5G62470,AT5G62470_glue,0.07306643073066431,3.8160927772420705,0.0,1.0,placeholder,"frozenset({'activating', 'top5perTarget', 'glue.genes_vs_tracks.rankings'})","[('AT3G43720', 97.95632594271326), ('AT4G24510', 34.51977179472006), ('AT1G66400', 92.550140849127), ('AT4G18970', 36.90393349956149), ('AT4G16515', 33.58582784891906), ('AT5G22250', 70.12109617764426), ('AT4G08040', 17.02575107659835), ('AT4G04890', 68.75010467935104), ('AT1G29660', 128.07263180250024), ('AT3G16370', 142.3307896176914), ('AT5G45670', 58.216115944188026), ('AT5G45950', 56.73976312132006), ('AT3G04290', 57.40113839593766), ('AT1G69900', 64.28119698232922), ('AT2G05520', 98.45543169431625), ('AT4G00970', 31.95629826147623), ('AT4G01950', 126.70724194237953), ('AT4G36500', 93.1987679735782), ('AT4G13840', 44.219365300069256)]",58
AT1G07640,AT1G07640_glue,0.09111952861952861,5.271523133968816,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top10perTarget'})","[('AT3G52900', 16.080544806104292), ('AT4G13600', 22.71914069502247), ('AT5G04230', 33.5988995914385), ('AT2G37590', 22.932204749837982), ('AT5G19260', 45.924790332992), ('AT3G11930', 72.49747703772093), ('AT5G24800', 76.58507050755517), ('AT2G01913', 69.94154472186057), ('AT3G06020', 9.56254873864165), ('AT3G62690', 27.785329150526216), ('AT5G17450', 12.914998354728148), ('AT4G39770', 66.37786162083759), ('AT3G14990', 36.627626964451984), ('AT4G39190', 42.28809159065715), ('AT4G36710', 24.991149551146226), ('AT1G29160', 21.65514199906869), ('AT4G34560', 35.73785137765946), ('AT5G02460', 52.64832342765054), ('AT4G20270', 50.25862681727629), ('AT1G60390', 21.215056504967077), ('AT1G68430', 20.283581784024427), ('AT1G64700', 26.308355095568437), ('AT1G49470', 28.920721535214447), ('AT1G23040', 12.656899523786787), ('AT3G60840', 8.044132604806492), ('AT5G37660', 47.49240718775071), ('AT1G07640', 1.0), ('AT5G05160', 22.18076813666028), ('AT5G23360', 43.26522342445931), ('AT5G40980', 17.330710254193175), ('AT1G77885', 42.87599015458929), ('AT3G10870', 13.210473153279526), ('AT3G60490', 15.587299227443705), ('AT1G70670', 50.08312677375351), ('AT1G20070', 11.533345615348477), ('AT5G38300', 8.655723249291677), ('AT5G08350', 42.73282829421459), ('AT5G23350', 17.597496260121364), ('AT2G37460', 14.721275448670443), ('AT3G03270', 17.513207947129075)]",477
AT2G02450,AT2G02450_glue,0.10101010101010101,3.298933908658316,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top10perTarget'})","[('AT4G18970', 17.28868923769772), ('AT2G28630', 12.400937305972764), ('AT1G10060', 7.2719223831859665)]",17
AT3G03200,AT3G03200_glue,0.05167958656330749,3.0386895617962795,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top10perTarget'})","[('AT1G23530', 17.48389484594294), ('AT5G22870', 13.976944535480497), ('AT2G15680', 44.836274458721526), ('AT3G10680', 93.5042689067994), ('AT1G11500', 109.83824432046843), ('AT3G13590', 92.5810299486243), ('AT2G41300', 23.760784755989217), ('AT3G01670', 27.8447011520142), ('AT1G31720', 49.99995983823533), ('AT5G67050', 38.84926590397254), ('AT1G75700', 36.27192527810509), ('AT1G11570', 57.2583727906823), ('AT1G70670', 45.72684912324521)]",97
AT3G09370,AT3G09370_glue,0.28801907968574636,10.311261670632733,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top10perTarget'})","[('AT1G03780', 20.83871439777385), ('AT1G23790', 13.409576950396742), ('AT4G14330', 13.904924781268148), ('AT4G09060', 5.252475680118803), ('AT2G33400', 9.477347325592731), ('AT3G03130', 6.793445471062278), ('AT4G33260', 24.883574726135883), ('AT3G14190', 18.08665632037668), ('AT2G26760', 17.024721443897818), ('AT4G28230', 15.12210150509798)]",63
AT3G28910,AT3G28910_glue,0.07846066296770522,4.057609009456607,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top10perTarget'})","[('AT3G26450', 17.93989488447802), ('AT1G75890', 15.851707935249198), ('AT5G55620', 27.94423396822675), ('AT4G18970', 10.340739850964969), ('AT3G16400', 49.97839496557855), ('AT2G35930', 13.181084297853529), ('AT3G08770', 24.804961694397093), ('AT2G26250', 59.20722412028607), ('AT5G04530', 18.06412779138688), ('AT4G01070', 26.865885413713404), ('AT4G24510', 35.6010455332179), ('AT3G23450', 13.738903234792954), ('AT3G54820', 25.154005497388468), ('AT4G24130', 26.26551268841933), ('AT4G38620', 18.82403224234633), ('AT2G47240', 38.135129083060725), ('AT1G12110', 14.565436757845816)]",90
AT3G46090,AT3G46090_glue,0.07400087834870443,3.145197734639263,0.0,1.0,placeholder,"frozenset({'activating', 'glue.genes_vs_tracks.rankings', 'top10perTarget'})","[('AT2G41090', 25.014516341090825), ('AT1G35710', 6.3613120297578885), ('AT5G22380', 2.8989980993035447), ('AT5G20230', 33.24430583621411), ('AT3G04300', 10.703307800952205), ('AT1G71880', 11.981765373744524), ('AT4G14365', 21.6391529549609), ('AT3G28340', 38.92249640651662), ('AT2G17040', 39.25980514935232), ('AT2G04495', 1.5510967661344697), ('AT3G46090', 1.0), ('AT3G46080', 83.22315884636606), ('AT5G54490', 27.301921619230495)]",469
